pid,work_creator,label,caption,type,location,_date,style,description,image_creator,image_date,image_type,image_description,repository,collection,use_rights_statement,media_url,,order,layout,thumbnail,full,manifest
159386,,[Mary Wright Plummer],,black-and-white photograph,,,,"Portrait of Mary Wright Plummer. Stamped on reverse: 'Miss Mary Plummer, Librarian ' inscribed on reverse: 'author of Alma Mater.'",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.3798113,,18,anniversary_item,"/img/derivatives/iiif/images/159386/full/250,/0/default.jpg","/img/derivatives/iiif/images/159386/full/1140,/0/default.jpg",/img/derivatives/iiif/159386/manifest.json
208683,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,exterior view of the Pratt Institute Library,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",,1909,postcard,Postcard featuring an exterior view facing southwest of the Pratt Institute Library. The postcard was written by Annie Lyle Lee and sent to Bertha Joel of the Valparaiso Public Library in Indiana.,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31826280,,19,anniversary_item,"/img/derivatives/iiif/images/208683/full/250,/0/default.jpg","/img/derivatives/iiif/images/208683/full/1140,/0/default.jpg",/img/derivatives/iiif/208683/manifest.json
208707,,Pratt Institute Free Library Bookmark,,bookmark,,,,Bookmark that includes a list of features and statistics of the Pratt Institute Free Library.,,1892,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu.


 If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31826326,,2,anniversary_item,"/img/derivatives/iiif/images/208707/full/250,/0/default.jpg","/img/derivatives/iiif/images/208707/full/1140,/0/default.jpg",/img/derivatives/iiif/208707/manifest.json
197226,,[Library School Class],,black-and-white photograph,,,,"Handwritten on reverse: ""VI - Curriculum / (Lib. Science)""",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.12484854,,20,anniversary_item,"/img/derivatives/iiif/images/197226/full/250,/0/default.jpg","/img/derivatives/iiif/images/197226/full/1140,/0/default.jpg",/img/derivatives/iiif/197226/manifest.json
179290,,"[Pratt Institute School of Library Science / Brooklyn, N.Y.]",,black-and-white print,,,,"Handwritten on reverse: Pratt Institute School of Library Science / Brooklyn, N.Y. / 1904.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.351886,,21,anniversary_item,"/img/derivatives/iiif/images/179290/full/250,/0/default.jpg","/img/derivatives/iiif/images/179290/full/1140,/0/default.jpg",/img/derivatives/iiif/179290/manifest.json
159230,,[Library Museum],,black-and-white print,,,,"An exhibit of paintings in the Pratt Institute Library Museum. The Pratt Institute Library was built as a public as well as a college library, and was the first free library in New York City. It was built by architect William B. Tubby in Victorian Renaissance revival style, with interiors by the Tiffany Decorating Company the Romanesque-style Children's Portico was added to the children's entrance in 1912 the north porch was added in 1936 by John Mead Howells.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.353798,,22,anniversary_item,"/img/derivatives/iiif/images/159230/full/250,/0/default.jpg","/img/derivatives/iiif/images/159230/full/1140,/0/default.jpg",/img/derivatives/iiif/159230/manifest.json
208712,,The Exhibition Gallery in the Pratt Institute Library,,sketch,,,,Pencil drawing depicting the Library Museum.,,ca. 1900s,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu.


 If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31834845,,23,anniversary_item,"/img/derivatives/iiif/images/208712/full/250,/0/default.jpg","/img/derivatives/iiif/images/208712/full/1140,/0/default.jpg",/img/derivatives/iiif/208712/manifest.json
159586,,[Butterfly Exhibit],,black-and-white print,,,,"A class of women in the Pratt Institute Library Museum on the third floor of the Library, painting with watercolors from a butterfly exhibit loaned by the Denton Brothers of Wellesley, Massachusetts.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.353636,,24,anniversary_item,"/img/derivatives/iiif/images/159586/full/250,/0/default.jpg","/img/derivatives/iiif/images/159586/full/1140,/0/default.jpg",/img/derivatives/iiif/159586/manifest.json
159585,,"[Museum - Library, Noorian Collection April 1900]",,black-and-white print,,,,"An exhibit in the Pratt Institute Library Museum, including several display cases with glass and ceramic artifacts and several rugs. The Pratt Institute Library was built as a public as well as a college library, and was the first free library in New York City. It was built by architect William B. Tubby in Victorian Renaissance revival style, with interiors by the Tiffany Decorating Company the Romanesque-style Children's Portico was added to the children's entrance in 1912 the north porch was added in 1936 by John Mead Howells.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.353761,,25,anniversary_item,"/img/derivatives/iiif/images/159585/full/250,/0/default.jpg","/img/derivatives/iiif/images/159585/full/1140,/0/default.jpg",/img/derivatives/iiif/159585/manifest.json
198911,,"[Museum - Library, Noorian Collection April 1900]",,black-and-white print,,,,"An exhibit in the Pratt Institute Library Museum, including several display cases with glass and ceramic artifacts and several rugs. The Pratt Institute Library was built as a public as well as a college library, and was the first free library in New York City. It was built by architect William B. Tubby in Victorian Renaissance revival style, with interiors by the Tiffany Decorating Company the Romanesque-style Children's Portico was added to the children's entrance in 1912 the north porch was added in 1936 by John Mead Howells.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.21981410,,26,anniversary_item,"/img/derivatives/iiif/images/198911/full/250,/0/default.jpg","/img/derivatives/iiif/images/198911/full/1140,/0/default.jpg",/img/derivatives/iiif/198911/manifest.json
208718,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,interior view of the Pratt Institute Library,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",White Studio,1921,black-and-white print,"Inscribed on reverse: ""The Childrens' Room, Pratt Institute Free Library, Twenty-fifth Anniversary, June, 1921.""","Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31833284,,27,anniversary_item,"/img/derivatives/iiif/images/208718/full/250,/0/default.jpg","/img/derivatives/iiif/images/208718/full/1140,/0/default.jpg",/img/derivatives/iiif/208718/manifest.json
159825,,[Library Children's Room],,black-and-white print,,,,"Interior view of the Pratt Institute Library, showing children during story hour in the Children's Room. The Pratt Institute Library was built as a public as well as a college library, and was the first free Library in New York City. It was built by architect William B. Tubby in Victorian Renaissance revival style, with interiors by the Tiffany Decorating Company the Romanesque-style Children's Portico was added to the children's entrance in 1912 the north porch was added in 1936 by John Mead Howells.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.3845857,,28,anniversary_item,"/img/derivatives/iiif/images/159825/full/250,/0/default.jpg","/img/derivatives/iiif/images/159825/full/1140,/0/default.jpg",/img/derivatives/iiif/159825/manifest.json
159587,,Library Park,view of the south side of Library Park,park,"Pratt Institute (Brooklyn, New York, New York, United States)",1896 (creation); 1960 (destruction),,"Library Park was the name given to the grounds to the north and south of Pratt Institute's Free Library, which opened in 1896. The Library Park took up most of the block between Ryerson and Hall Streets, and DeKalb and Willoughby Avenues, though row houses and other residences remained at the ends of the block along DeKalb and Willoughby Avenues. By 1915, only the rows houses at Willoughby still stood and the park was given an iron fence with brick and granite posts along Ryerson Street. Early photographs show a low, metal fence along Ryerson and a taller fence along Hall. The fencing along Ryerson was upgraded in 1924 and 1925, when ornate gates were installed to enter the Library Park. These upgraded gates were eventually removed in 1960, signaling the end of the Library Park.",,1919,black-and-white print,The Library can be seen in the background.,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.26220212,,29,anniversary_item,"/img/derivatives/iiif/images/159587/full/250,/0/default.jpg","/img/derivatives/iiif/images/159587/full/1140,/0/default.jpg",/img/derivatives/iiif/159587/manifest.json
208708,,Library and Reading Room of Pratt Institute,,leaflet,,,,Library and Reading room informational leaflet.,,"January 4, 1888",,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu.


 If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31826327,,3,anniversary_item,"/img/derivatives/iiif/images/208708/full/250,/0/default.jpg","/img/derivatives/iiif/images/208708/full/1140,/0/default.jpg",/img/derivatives/iiif/208708/manifest.json
204977,,[Library Children's Room],,black-and-white print,,,,"Inscribed on reverse: ""Children's Room, looking west / Pratt Institite Free Library / March, 1914""",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.26416484,,30,anniversary_item,"/img/derivatives/iiif/images/204977/full/250,/0/default.jpg","/img/derivatives/iiif/images/204977/full/1140,/0/default.jpg",/img/derivatives/iiif/204977/manifest.json
159533,,Library Park,aerial view of the south side of Library Park,park,"Pratt Institute (Brooklyn, New York, New York, United States)",1896 (creation); 1960 (destruction),,"Library Park was the name given to the grounds to the north and south of Pratt Institute's Free Library, which opened in 1896. The Library Park took up most of the block between Ryerson and Hall Streets, and DeKalb and Willoughby Avenues, though row houses and other residences remained at the ends of the block along DeKalb and Willoughby Avenues. By 1915, only the rows houses at Willoughby still stood and the park was given an iron fence with brick and granite posts along Ryerson Street. Early photographs show a low, metal fence along Ryerson and a taller fence along Hall. The fencing along Ryerson was upgraded in 1924 and 1925, when ornate gates were installed to enter the Library Park. These upgraded gates were eventually removed in 1960, signaling the end of the Library Park.",,September 1948,black-and-white print,"From left to right, the following buildings can be seen: the Library, Memorial Hall, the Main Building, and South Hall.","Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.26220197,,31,anniversary_item,"/img/derivatives/iiif/images/159533/full/250,/0/default.jpg","/img/derivatives/iiif/images/159533/full/1140,/0/default.jpg",/img/derivatives/iiif/159533/manifest.json
208715,,Pratt Institute Library Grounds Vase,,vase,,,,Souvenir vase of Pratt Institute Library grounds. Made in Germany.,,ca. 1950-1982,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu.


 If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31834849,,32,anniversary_item,"/img/derivatives/iiif/images/208715/full/250,/0/default.jpg","/img/derivatives/iiif/images/208715/full/1140,/0/default.jpg",/img/derivatives/iiif/208715/manifest.json
179281,,Library Park,view of gates to Library Park,park,"Pratt Institute (Brooklyn, New York, New York, United States)",1896 (creation); 1960 (destruction),,"Library Park was the name given to the grounds to the north and south of Pratt Institute's Free Library, which opened in 1896. The Library Park took up most of the block between Ryerson and Hall Streets, and DeKalb and Willoughby Avenues, though row houses and other residences remained at the ends of the block along DeKalb and Willoughby Avenues. By 1915, only the rows houses at Willoughby still stood and the park was given an iron fence with brick and granite posts along Ryerson Street. Early photographs show a low, metal fence along Ryerson and a taller fence along Hall. The fencing along Ryerson was upgraded in 1924 and 1925, when ornate gates were installed to enter the Library Park. These upgraded gates were eventually removed in 1960, signaling the end of the Library Park.","Martin, Ira W. (American photographer, 1886-1960)",May 1925,black-and-white print,"Handwritten on reverse: ""Ira W. Martin / 10 E. 71 St. / New York City/ May 1925."" With Library in the background.","Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.26220441,,33,anniversary_item,"/img/derivatives/iiif/images/179281/full/250,/0/default.jpg","/img/derivatives/iiif/images/179281/full/1140,/0/default.jpg",/img/derivatives/iiif/179281/manifest.json
159530,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,interior view of the Tiffany stacks,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",Pratt Institute Department of Photography,n.d. [1940s],black-and-white print,Interior view showing students browsing in the stacks.,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.26220195,,34,anniversary_item,"/img/derivatives/iiif/images/159530/full/250,/0/default.jpg","/img/derivatives/iiif/images/159530/full/1140,/0/default.jpg",/img/derivatives/iiif/159530/manifest.json
BrooklynEagle,Brooklyn Daily Eage,Pratt Institute Free Library to be Closed to the Public,,newspaper,,"October 2, 1939. ",,,,,,,,125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",,,35,anniversary_item,"/img/derivatives/iiif/images/BrooklynEagle/full/250,/0/default.jpg","/img/derivatives/iiif/images/BrooklynEagle/full/1140,/0/default.jpg",/img/derivatives/iiif/BrooklynEagle/manifest.json
208710,,Introducing the Library' Chapter from the Library Handbook,,handbook,,,,Library handbook page with illustration of the library's rooms.,,ca. 1948,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu.


 If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31826329,,36,anniversary_item,"/img/derivatives/iiif/images/208710/full/250,/0/default.jpg","/img/derivatives/iiif/images/208710/full/1140,/0/default.jpg",/img/derivatives/iiif/208710/manifest.json
